,CB9_AGECAT_SERVE_0,CB9_AGECAT_SERVE_1,CB9_AGECAT_SERVE_2,CB9_AGECAT_SERVE_3,CB9_AGECAT_SERVE_4,CB9_AGECAT_SERVE_5,CB9_AGECAT_SERVE_SA,CB9_METH_CASEID,CB9_PRGM_AUSPICE_EXP,CB9_RVNU_CENTER_FUND_COMBO,CB9_RVNU_CHRG,CB9_RVNU_CNTRBTNS,CB9_RVNU_GOVT_FEDERAL,CB9_RVNU_GOVT_LOCAL,CB9_RVNU_GOVT_STATE,CB9_RVNU_PUBLIC_PRIVATE_MIX,CB9_SERVE_0TO3YRS,CB9_SERVE_0TO5YRS,CB9_SERVE_3TO5YRS,WF9_A12_COLLENROLL,WF9_A13_COURSEOBS,WF9_A14_FUFILL_REQ,WF9_A17_CULTTRAIN,WF9_A18_HELP_SUP,WF9_A19_HRS_SKILLS,WF9_A20_DEMSKILLS_OBS,WF9_ATTITUDES_PMS_PROG,WF9_ATTITUDES_PMS_PROG_IMP,WF9_ATTITUDES_PMS_TOT_TRAD,WF9_ATTITUDES_PMS_TOT_TRAD_IMP,WF9_ATTITUDES_PMS_TRAD,WF9_ATTITUDES_PMS_TRAD_IMP,WF9_C1_MOSTOFTEN,WF9_C5_OVER4HR_TRAIN,WF9_CAREER_CERT,WF9_CAREER_CERT_CDA,WF9_CAREER_CERT_ECE,WF9_CAREER_EXPERIENCE,WF9_CAREER_HBPAID,WF9_CAREER_PROFASSOC,WF9_CAREER_REASON,WF9_CAREER_SEARCH,WF9_CAREER_SEARCH_WHY,WF9_CAREER_UNION,WF9_CB_COMM_POVERTY_DENSITY,WF9_CB_COMM_URBAN_DENSITY,WF9_CESD7_CUT,WF9_CESD7_IMP_FLAG,WF9_CESD7_TOT,WF9_CHAR_CH_6TO12,WF9_CHAR_CH_UNDER5,WF9_CHAR_COUNTRY_BORN,WF9_CHAR_EDUC,WF9_CHAR_EDUC_MAJOR,WF9_CHAR_FIRSTYRUS,WF9_CHAR_GENDER,WF9_CHAR_GOVT_PRGM,WF9_CHAR_HEALTH_INSRNCE,WF9_CHAR_HHINCOME,WF9_CHAR_HHINCOME_WORK,WF9_CHAR_HISP,WF9_CHAR_LANG,WF9_CHAR_MARITAL,WF9_CHAR_RACE,WF9_CHAR_YEAR_BORN,WF9_CL11_INTERPRETER_PRCNTCH,WF9_CL1_NUM_STAFF,WF9_CL2_A_ANY_STAFF_BLACK,WF9_CL2_B_ANY_STAFF_HISP,WF9_CL2_C_ANY_STAFF_WHITE,WF9_CL2_D_ANY_STAFF_ASIAN,WF9_CL5_NUM_CHCLASS,WF9_CL6A_A_PRCNT_CHCLASS_WHITE,WF9_CL6A_B_PRCNT_CHCLASS_BLACK,WF9_CL6A_C_PRCNT_CHCLASS_ASIAN,WF9_CL6A_D_PRCNT_CHCLASS_MIXED,WF9_CL6_PRCNT_CHCLASS_HISP,WF9_CL8A_FOOD_PRCNTCH,WF9_CLASSRM_3TO5,WF9_CLASSRM_UNDER3,WF9_CL_LANG_NONENGLISH_PRCNTCH,WF9_COMPLETE_DATE,WF9_D11_DEPRESSED,WF9_D11_EAT,WF9_D11_EFFORT,WF9_D11_GETGOING,WF9_D11_MIND,WF9_D11_RESTLESS,WF9_D11_SAD,WF9_D12_PAINT,WF9_D13_CRY,WF9_D14_HIT,WF9_D15_PUZZLE,WF9_D1_BEBAD,WF9_D1_DISAGREE,WF9_D1_DISPARENTS,WF9_D1_IDEAS,WF9_D1_OBEDIENCE,WF9_D1_OBEY,WF9_D1_OBEYTEACH,WF9_D1_POV,WF9_D1_PRETENDING,WF9_D1_RIGHT,WF9_DIS_HHCB_C,WF9_E20_SRHEALTH,WF9_G_ACTIVITY_IT_A,WF9_G_ACTIVITY_IT_B,WF9_G_ACTIVITY_IT_C,WF9_G_ACTIVITY_IT_D,WF9_G_ACTIVITY_IT_E,WF9_G_ACTIVITY_IT_F,WF9_G_ACTIVITY_IT_G,WF9_G_ACTIVITY_IT_I,WF9_G_ACTIVITY_PK_A,WF9_G_ACTIVITY_PK_B,WF9_G_ACTIVITY_PK_C,WF9_G_ACTIVITY_PK_D,WF9_G_ACTIVITY_PK_E,WF9_G_ACTIVITY_PK_F,WF9_G_ACTIVITY_PK_G,WF9_G_ACTIVITY_PK_I,WF9_INTERACTIONS_TOT,WF9_METH_2INTVWF,WF9_METH_CASEID,WF9_METH_DATA_SOURCE,WF9_METH_FILEVERSION,WF9_METH_PUBSCHFLAG,WF9_METH_VPSUPU,WF9_METH_VSTRATUMPU,WF9_METH_WEIGHT,WF9_MODE,WF9_PROFDEV_CLASSRMSTAFF,WF9_PROFDEV_COACH,WF9_PROFDEV_COURSE,WF9_PROFDEV_HELP_COST,WF9_PROFDEV_HELP_TIME,WF9_PROFDEV_HELP_TUITION,WF9_PROFDEV_HS_ONLINE,WF9_PROFDEV_MEETING,WF9_PROFDEV_TOPIC_HS,WF9_PROFDEV_TOPIC_NONHS,WF9_PROFDEV_WRKSHP,WF9_PROFDEV_WRKSHP_TYPE,WF9_QUEXLANG,WF9_REGION,WF9_WEIGHT_CLSM,WF9_WORK_BEHAVIOR,WF9_WORK_BEHAVIOR_SKILLS,WF9_WORK_BGCHK_DISCOURAGE,WF9_WORK_BGCHK_EASY,WF9_WORK_BGCHK_PROTECT,WF9_WORK_CH_HAPPY,WF9_WORK_CH_STRESS,WF9_WORK_CLASSES,WF9_WORK_CRCLM,WF9_WORK_DISABLED,WF9_WORK_FT,WF9_WORK_HELP_AVAILABLE,WF9_WORK_HRS_CAT,WF9_WORK_LANG_FAMILIES,WF9_WORK_LANG_PRCNT,WF9_WORK_LEARNING_SKILLS,WF9_WORK_MONTHS,WF9_WORK_MOVE_CLASSROOMS,WF9_WORK_PLAN,WF9_WORK_PLAN_WHEN,WF9_WORK_PRNTS_APPRCTE,WF9_WORK_PRNTS_BLAME,WF9_WORK_PRNTS_LATE,WF9_WORK_PRNTS_TALK,WF9_WORK_RESPECT,WF9_WORK_REVIEW,WF9_WORK_ROLE,WF9_WORK_SCREENTIME,WF9_WORK_TEAMWORK,WF9_WORK_WAGE,WF9_WORK_WAGE_IMP,WF9_WORK_YRS
2166,0,0,0,1,1,0,0,83125590,7,3,2,2,1,2,2,3,0,1,1,1,1,2,1,1,4,1,18,0,24,0,12,0,-2,1,1,2,2,5,1,1,6,2,-2,2,3,1,0,0,3.0,0,0,3,5,1,1977,2,2,2,-1,1,2,2,-1,1,1970,23,2,2,1,1,2,22,9,41,0,0,45,-2,1,0,45,03-MAY-2019,1,1,4,1,1,1,1,1,4,2,1,3,3,4,3,1,3,3,4,4,2,3,2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,2,4,3,3,3,3,4,0,93125591,1,22-OCT-2021,0,507,5,84.1025254077,1,1,1,1,2,1,1,1,1,1,4,1,1,1,4,32.8777576662,3,3,4,2,1,3,2,2,1,1,1,1,4,2,-2,3,12,2,1,2,3,-1,3,3,1,1,1,4,1,-1.0,0,12
2167,1,1,1,1,1,1,1,83125760,1,7,1,2,1,2,1,4,1,1,1,2,-2,1,1,1,2,2,18,0,33,0,21,0,-2,2,1,2,2,2,1,2,3,2,-2,2,2,1,0,0,0.0,2,0,1,4,-2,1994,2,2,7,2,2,2,2,1,1,1994,0,2,3,3,1,3,11,45,18,-1,36,0,0,0,1,0,28-MAY-2019,1,1,1,1,1,1,1,1,4,2,3,4,2,4,4,5,5,5,4,4,2,2,2,5,2,2,4,3,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,3,0,93125761,1,22-OCT-2021,0,2006,20,1306.5806145215,2,2,2,2,2,2,2,2,2,1,6,1,1,1,3,741.2499913481,3,2,3,2,1,3,1,1,1,2,1,2,5,1,-2,2,12,1,1,2,3,1,2,2,2,1,2,4,2,8.25,0,9
2168,0,0,0,0,1,0,0,83125780,6,4,-1,-1,-1,1,1,5,0,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,1,-8,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,93125781,2,22-OCT-2021,1,1915,19,41.1835643968, ,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,1,7.2453447045,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8.0,-8,-8
2169,0,1,1,1,1,0,0,83125990,3,3,2,2,1,-1,-1,4,1,1,1,2,-2,2,1,1,2,1,21,0,15,0,6,0,-2,1,1,2,2,3,1,1,6,1,13,2,3,1,0,0,0.0,0,0,1,6,1,1984,2,2,2,3,1,2,2,2,1,1984,75,3,3,1,1,3,20,-1,-1,-1,-1,100,-2,1,1,85,22-APR-2019,1,1,1,1,1,1,1,1,4,2,1,1,4,4,4,1,2,1,5,4,1,4,2,-2,-2,-2,-2,-2,-2,-2,-2,2,5,3,3,4,3,3,2,4,0,93125991,1,22-OCT-2021,0,602,6,53.3537925581,2,1,1,2,2,1,2,1,1,1,16,1,2,1,4,20.8573173492,2,2,3,2,1,3,3,2,1,2,1,3,5,2,-2,2,12,1,1,2,2,2,3,3,3,1,2,2,1,21.0,0,13
2170,0,0,1,1,1,0,0,83126010,1,8,1,2,2,2,2,1,1,1,1,2,-2,1,2,2,2,1,19,0,23,0,12,0,-2,2,1,2,2,6,1,1,1,1,2,2,1,1,0,0,1.0,0,0,1,6,1,1967,2,2,5,5,6,2,2,2,1,1967,0,1,2,2,1,2,6,33,0,33,17,17,0,1,1,50,05-JUN-2019,1,1,1,1,1,2,1,1,4,2,1,2,4,4,4,2,4,2,4,3,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,2,4,2,2,2,2,4,0,93126011,1,22-OCT-2021,0,2603,26,10.925804596,2,2,2,2,2,2,2,1,1,1,9,1,2,1,1,11.2641520354,1,6,4,3,1,3,1,2,1,2,2,3,1,1,-2,6,10,1,1,4,2,1,3,2,1,2,2,4,3,27.77777777778,0,13
2171,1,1,1,1,1,1,1,83126040,1,8,1,2,1,2,2,2,1,1,1,1,1,1,2,1,2,1,13,0,35,0,18,0,-2,1,1,2,2,1,2,2,4,2,-2,2,2,1,0,0,0.0,0,0,3,5,4,2003,2,2,8,1,1,1,1,1,-1,1998,0,1,3,1,3,3,16,75,13,0,6,6,0,1,0,6,09-JUL-2019,1,1,1,1,1,1,1,1,3,2,1,4,2,2,3,3,4,4,2,4,3,3,1,-2,-2,-2,-2,-2,-2,-2,-2,3,3,3,3,3,3,2,2,3,0,93126042,1,22-OCT-2021,0,301,3,275.3543339222,2,2,1,1,2,1,2,1,2,1,5,1,1,1,2,51.4575176216,3,3,4,1,1,3,1,2,1,2,1,2,5,1,90,4,12,2,1,3,3,3,3,1,2,1,1,4,2,7.5,0,3
2172,0,0,0,1,1,0,0,83126100,6,6,-1,-1,1,1,1,4,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,1,-8,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,93126101,2,22-OCT-2021,1,1807,18,7.3593900945, ,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,2,3.3973594772,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8.0,-8,-8
2173,0,0,0,1,1,0,0,83126110,6,4,-1,-1,-1,1,1,5,0,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,1,-8,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,93126111,2,22-OCT-2021,1,1602,16,29.8640956029, ,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,1,5.2539324874,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8.0,-8,-8
2174,1,1,1,1,1,1,1,83126190,1,1,1,2,2,2,1,4,1,1,1,1,2,1,1,1,4,1,23,0,19,0,12,0,-2,1,1,2,2,1,2,2,6,2,-2,2,3,1,0,0,3.0,0,2,1,5,4,1988,2,2,8,5,6,2,2,1,1,1988,0,3,2,2,1,2,30,40,10,0,50,-2,-1,0,1,3,23-APR-2019,1,1,4,1,1,1,1,1,4,2,2,3,4,4,5,1,4,3,5,5,1,4,1,2,3,2,4,4,3,4,3,-2,-2,-2,-2,-2,-2,-2,-2,3,0,93126191,1,22-OCT-2021,0,3012,30,124.4973561862,1,1,2,2,2,2,1,1,2,1,2,1,1,1,4,128.6407831289,3,5,3,2,1,3,2,1,1,2,1,1,5,1,-2,5,12,1,1,2,3,1,1,3,2,1,2,2,1,8.5,0,4
2175,1,1,1,0,0,0,0,83126250,3,7,1,2,1,2,1,4,1,1,0,1,1,1,1,2,4,1,12,0,28,0,10,0,-2,2,4,1,1,1,2,2,1,1,7,1,3,1,0,0,5.0,1,1,1,5,1,1975,2,2,2,2,1,2,2,1,1,1975,0,3,2,1,1,2,8,-1,-1,-1,-1,100,0,1,1,100,19-APR-2019,1,2,1,2,1,4,1,1,4,2,2,2,3,4,1,2,2,2,1,3,2,1,2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,3,4,5,3,3,3,3,0,93126251,1,22-OCT-2021,0,1505,15,374.8484937217,1,1,1,1,2,2,1,1,2,1,11,1,2,1,4,141.2185663069,3,5,2,2,1,3,2,2,1,2,1,2,5,1,-2,6,12,3,1,2,2,3,3,2,3,1,2,3,2,12.8,0,14
2176,0,0,0,0,1,0,0,83126410,3,6,2,2,1,2,1,4,0,1,1,2,1,1,2,2,5,1,23,0,13,0,6,0,-2,2,4,1,1,5,1,2,3,2,-2,1,2,1,0,0,5.0,0,0,1,7,2,1961,2,2,5,5,6,2,2,2,1,1961,0,4,2,2,1,2,18,78,6,0,6,11,-2,1,0,17,15-MAY-2019,1,1,2,1,2,3,2,1,4,2,1,1,5,5,5,1,2,1,5,3,1,3,2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,2,3,2,2,3,2,4,1,93126411,1,22-OCT-2021,1,2415,24,23.7364271265,2,1,1,1,2,2,2,1,2,1,4,1,1,1,4,4.7501011265,3,2,4,1,1,3,3,2,1,1,2,1,1,1,-2,6,9,1,1,4,3,1,2,2,1,2,1,3,1,15.36,0,9
2177,0,0,0,0,1,0,0,83126410,3,6,2,2,1,2,1,4,0,1,1,2,-2,-2,-2,2,3,1,19,0,24,0,13,0,-2,2,3,1,2,6,2,2,8,2,-2,2,2,1,0,0,2.0,0,0,1,5,1,1958,2,2,2,2,1,2,2,4,1,1958,0,3,3,3,1,3,16,88,-1,-1,13,0,0,1,0,6,16-MAY-2019,1,1,1,1,1,2,2,1,4,2,1,2,3,3,5,3,3,3,4,4,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,4,2,4,2,2,4,1,93126412,1,22-OCT-2021,1,2415,24,23.7364271265,2,-2,2,2,-2,-2,-2,-2,2,2,-2,2,-2,1,4,4.7501011265,3,1,4,2,1,3,3,2,1,1,2,2,3,1,-2,6,10,1,2,-2,3,1,1,1,1,2,1,4,1,13.47,0,2
2178,1,1,1,1,1,1,1,83126440,1,1,1,2,-1,-1,1,1,1,1,1,2,-2,1,2,2,5,1,17,0,28,0,15,0,-2,1,3,1,2,2,2,2,3,1,14,2,2,1,0,0,0.0,2,0,1,7,2,1975,2,1,4,2,1,2,1,4,2,1975,20,1,1,2,2,2,5,0,80,0,20,0,0,1,1,20,10-JUL-2019,1,1,1,1,1,1,1,-1,4,2,1,3,4,3,3,2,4,4,4,3,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,3,3,3,4,2,2,-1,0,93126441,1,22-OCT-2021,0,1313,13,59.2772785364,1,1,2,2,2,1,2,2,1,1,7,1,1,1,1,23.1210705051,2,4,3,3,2,3,3,2,1,2,2,2,2,1,100,4,12,1,1,4,3,2,3,-1,2,1,2,4,2,12.0,0,5
2179,1,1,1,1,1,1,1,83126470,1,2,1,2,2,1,2,4,1,1,1,1,2,1,1,2,5,2,23,0,15,0,8,0,-2,2,1,2,2,3,2,2,3,1,2,2,2,1,-1,-99,-1.0,0,0,1,5,1,2003,2,2,6,1,2,2,1,1,1,1998,0,12,2,1,1,2,26,85,4,4,4,4,0,0,1,0,03-JUN-2019,-1,-1,-1,-1,-1,-1,-1,1,4,2,1,1,5,4,5,1,2,2,5,4,2,4,2,3,4,2,5,4,3,4,3,-2,-2,-2,-2,-2,-2,-2,-2,4,0,93126471,1,22-OCT-2021,0,1101,11,441.6810700337,1,2,2,1,2,2,1,1,2,1,2,2,-2,1,4,166.3967403357,3,5,3,2,1,3,2,3,1,2,1,2,6,3,99,6,8,2,1,1,3,1,1,3,2,2,2,4,2,11.0,0,2
2180,1,1,1,1,1,0,0,83126590,3,1,1,1,2,2,1,2,1,1,1,2,-2,-2,-2,2,5,2,18,0,31,0,19,0,-2,-2,1,2,2,1,2,2,2,2,-2,2,1,2,0,0,2.0,0,0,1,5,1,2003,2,1,8,2,2,2,2,1,2,1998,0,2,1,3,3,3,10,90,0,0,10,0,0,1,1,0,02-APR-2019,1,1,3,1,1,1,1,2,4,2,2,3,3,3,4,4,5,4,4,4,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,1,2,2,2,2,2,2,0,93126591,1,22-OCT-2021,0,1910,19,1297.7082866728,2,-2,2,2,-2,-2,-2,-2,2,2,-2,2,-2,1,1,777.2585765538,2,3,3,1,1,3,1,1,2,2,1,2,6,1,-2,3,9,1,2,-2,2,1,1,1,2,2,1,4,2,11.90166666667,0,4
2181,0,0,0,0,1,0,0,83126640,6,2,-1,-1,1,1,1,4,0,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,93126641,2,22-OCT-2021,1,1307,13,18.9552910341, ,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,3,10.984895823,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8.0,-8,-8
2182,1,1,1,1,1,0,0,83126740,3,2,1,1,2,1,2,3,1,1,1,2,-2,-2,-2,1,2,1,20,0,30,0,20,0,-2,-2,4,1,1,4,1,2,1,2,-2,2,3,1,0,0,0.0,0,0,1,6,1,1982,2,2,2,3,1,2,2,4,1,1982,0,1,2,2,2,2,2,0,100,0,0,0,0,1,1,0,20-MAY-2019,1,1,1,1,1,1,1,1,3,2,1,4,4,4,4,4,4,4,4,4,4,1,2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,3,4,3,4,4,4,3,0,93126741,1,22-OCT-2021,0,1701,17,33.2335303556,1,-2,2,2,-2,-2,-2,1,2,1,-2,2,-2,1,4,33.0931341283,1,4,1,1,1,3,1,1,2,2,1,1,6,-1,-2,4,12,2,1,2,3,2,2,1,1,1,2,3,1,18.66666666667,0,14
2183,0,1,1,1,1,1,1,83126840,1,1,1,2,2,2,1,3,1,1,1,2,1,1,1,1,3,1,19,0,25,0,14,0,-2,1,4,1,1,1,2,2,1,2,-2,2,2,1,0,0,4.0,0,0,1,6,1,1991,2,2,2,2,1,1,1,1,1,1991,0,2,3,1,1,3,12,58,17,-1,-1,25,0,1,0,33,19-JUL-2019,1,2,1,2,2,2,1,1,4,2,1,3,4,4,4,2,3,3,4,3,3,2,1,-2,-2,-2,-2,-2,-2,-2,-2,5,4,3,5,5,4,4,4,4,0,93126841,1,22-OCT-2021,0,905,9,47.8366871221,2,1,1,1,2,1,2,2,2,1,4,1,1,1,4,27.0326351262,2,4,1,3,1,-1,2,1,1,2,1,2,5,4,80,3,12,2,1,2,3,1,2,1,2,1,1,3,1,14.0,0,5
2184,0,0,0,0,1,0,0,83126910,4,4,2,2,1,1,1,5,0,1,1,2,-2,1,1,1,3,1,17,0,31,0,18,0,-2,1,4,1,1,2,2,2,3,1,4,2,3,1,0,0,2.0,0,1,1,7,4,1978,2,2,2,4,1,2,2,1,1,1978,6,2,1,2,2,2,18,0,94,0,0,6,11,1,0,6,06-MAY-2019,1,1,2,2,1,1,1,1,4,2,1,2,3,2,4,4,4,5,4,4,3,4,2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,3,2,3,2,3,3,4,0,93126911,1,22-OCT-2021,0,2013,20,22.960110904,1,1,1,2,2,1,2,-2,2,2,4,1,1,1,3,13.3138626364,3,4,4,3,1,3,3,1,1,2,1,3,5,1,-2,3,12,1,1,4,3,1,2,1,2,1,2,3,3,32.77777777778,0,3
2185,1,1,1,1,1,1,1,83126990,1,1,1,1,2,2,1,2,1,1,1,2,-2,1,1,2,5,1,19,0,27,0,16,0,-2,1,2,2,1,6,1,2,5,2,-2,1,1,1,1,0,11.0,0,1,1,5,1,1969,2,1,7,1,1,2,2,4,1,1969,0,12,1,1,1,2,4,100,-2,-2,-2,-2,0,0,1,100,02-JUN-2019,2,4,2,2,1,4,3,1,4,2,1,3,4,4,3,3,4,4,5,3,2,3,3,2,2,2,2,4,4,2,2,-2,-2,-2,-2,-2,-2,-2,-2,4,0,93126991,1,22-OCT-2021,0,2601,26,127.8708475302,2,1,1,2,2,2,2,1,2,1,6,1,1,1,1,74.8139326135,3,4,4,2,1,3,1,2,1,1,1,2,5,1,-2,4,6,2,1,4,3,2,3,2,2,2,2,4,2,13.0,0,16
2186,0,0,0,1,1,1,1,83127000,3,8,1,2,2,2,2,4,0,1,1,2,-2,2,2,2,2,2,23,0,14,0,7,0,-2,2,1,2,2,2,1,2,2,1,1,2,1,1,0,0,4.0,-1,1,1,5,4,1993,2,2,8,2,4,2,2,1,2,1993,-1,4,1,3,1,3,9,33,11,-1,56,0,11,1,0,22,30-JUL-2019,2,1,2,1,1,2,2,1,3,1,2,2,4,5,5,1,2,1,5,4,1,1,2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,3,3,3,2,3,3,1,0,93127001,1,22-OCT-2021,0,717,7,29.5497444441,2,1,1,2,2,2,2,-2,2,-1,15,1,2,1,1,11.8919599883,2,4,3,1,1,3,2,2,1,1,1,2,3,-1,-2,4,11,1,1,2,3,1,1,1,1,1,1,3,1,8.15857142858,0,3
2187,0,0,0,1,1,1,1,83127070,1,8,1,2,2,2,2,1,0,1,1,2,-2,1,2,1,2,2,16,0,26,0,12,0,-2,1,2,2,1,2,2,2,1,2,-2,2,1,1,0,0,5.0,0,0,1,5,1,1990,2,2,6,5,5,1,2,2,1,1990,0,2,2,2,1,2,17,-2,-2,0,-2,-2,0,1,0,0,16-MAY-2019,2,2,1,2,2,1,2,1,4,2,1,3,3,3,2,2,1,4,4,4,2,3,1,-2,-2,-2,-2,-2,-2,-2,-2,2,3,3,3,2,2,2,2,4,0,93127071,1,22-OCT-2021,0,1003,10,47.2667050161,2,1,1,2,2,1,1,1,2,1,4,1,2,1,4,27.7165869011,2,3,3,3,1,-1,2,2,1,2,1,2,5,1,-2,4,12,1,1,2,3,3,3,1,1,1,2,4,1,16.0,0,6
2188,1,1,1,1,1,1,1,83127090,1,1,2,2,2,2,1,5,1,1,1,2,-2,-2,-2,1,5,1,16,0,29,0,15,0,-2,1,2,2,1,4,1,2,3,2,-2,2,3,1,0,0,1.0,0,0,1,6,4,1971,2,2,4,2,2,1,1,3,1,1971,0,3,3,1,3,3,6,17,17,0,0,67,-2,0,1,50,12-MAY-2019,1,1,1,1,1,1,2,1,4,2,1,2,3,2,3,3,4,3,4,4,3,1,2,4,2,1,3,3,3,2,3,-2,-2,-2,-2,-2,-2,-2,-2,4,0,93127091,1,22-OCT-2021,0,211,2,51.7905587218,2,-2,2,2,-2,-2,-2,1,2,1,-2,2,-2,2,2,30.3471288958,3,4,4,1,2,3,1,4,1,2,1,2,6,4,90,4,12,3,1,4,3,1,3,2,1,1,2,3,1,7.125,2,5
2189,1,1,1,1,1,0,0,83127130,4,6,1,2,1,2,1,4,1,1,1,2,-2,1,2,1,4,1,23,0,15,0,8,0,-2,1,1,2,2,2,1,2,2,1,7,1,1,1,1,0,11.0,0,0,1,7,1,1995,2,2,2,1,1,1,1,1,-1,1995,13,3,3,3,1,3,8,13,-1,-1,50,38,50,0,1,88,12-MAY-2019,3,3,2,3,1,3,3,1,4,2,3,4,5,4,5,1,1,1,5,4,1,3,1,5,3,2,5,5,5,4,4,-2,-2,-2,-2,-2,-2,-2,-2,3,0,93127131,1,22-OCT-2021,0,906,9,257.3127678065,2,1,1,2,2,1,2,1,1,1,21,1,1,1,4,96.938738639,2,3,4,4,1,3,3,1,1,1,1,1,4,4,95,3,11,1,1,1,3,1,3,3,1,1,1,4,1,11.40350877193,0,7
2190,1,1,1,1,1,1,1,83127220,3,7,1,2,1,1,1,2,1,1,1,1,2,2,2,2,3,2,19,0,26,0,15,0,-2,2,1,2,2,1,2,1,5,2,-2,2,1,2,0,0,0.0,1,1,1,5,4,1984,2,1,1,2,4,2,2,2,1,1984,0,4,3,3,1,3,6,83,-1,-1,-1,17,0,0,1,100,19-APR-2019,1,1,1,1,1,1,1,1,4,2,1,2,3,3,4,3,4,4,5,4,2,2,2,2,2,2,5,4,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,4,0,93127221,1,22-OCT-2021,0,2101,21,655.8108767283,2,2,2,1,2,2,2,1,2,1,-1,2,-2,1,4,384.5590422302,3,5,4,2,1,3,2,2,1,2,1,1,5,4,-2,4,12,1,1,2,3,1,1,1,1,1,2,4,1,9.0,0,3
